% Model,PSC_Degradation_CsFa_Ions_Degradation_v2.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 6 2026, 11:16"
% Dimension,1
% Nodes,2186
% Expressions,4
% Description,"Conduction band energy level, Valence band energy level, Electron quasi-Fermi energy level, Hole quasi-Fermi energy level"
% x,semi.Ec_e (J),semi.Ev_e (J),semi.Efn_e (J),semi.Efp_e (J)
16.59578122906023,5.296307024366959E-19,9.12413216695879E-22,-2.2768299373865374E-32,1.7087063930735709E-32
16.59578122906023,5.295705224807499E-19,8.522332607499704E-22,-2.7891166732985085E-32,2.09422773171479E-32
17.119726536325285,5.295705224807499E-19,8.522332607499704E-22,-2.7891166732985085E-32,2.09422773171479E-32
17.119726536325285,5.29503618251276E-19,7.853290312760233E-22,-3.40101471897114E-32,2.6554724258140947E-32
17.643671843590347,5.29503618251276E-19,7.853290312760233E-22,-3.40101471897114E-32,2.6554724258140947E-32
17.643671843590347,5.294292524503442E-19,7.109632303442674E-22,-4.155214635730431E-32,3.251653340998542E-32
18.167617150855406,5.294292524503442E-19,7.109632303442674E-22,-4.155214635730431E-32,3.251653340998542E-32
18.167617150855406,5.293466040629209E-19,6.283148429210206E-22,-5.058831517130713E-32,3.979935973619491E-32
18.69156245812047,5.293466040629209E-19,6.283148429210206E-22,-5.058831517130713E-32,3.979935973619491E-32
18.69156245812047,5.2925477406138465E-19,5.364848413847013E-22,-6.161671018052316E-32,4.8505830123290405E-32
19.215507765385524,5.2925477406138465E-19,5.364848413847013E-22,-6.161671018052316E-32,4.8505830123290405E-32
19.215507765385524,5.291527798657076E-19,4.344906457077249E-22,-7.45661804494091E-32,5.907924825170789E-32
19.739453072650583,5.291527798657076E-19,4.344906457077249E-22,-7.45661804494091E-32,5.907924825170789E-32
19.739453072650583,5.290395499313076E-19,3.212607113076559E-22,-9.029053720448487E-32,7.183221964782377E-32
20.263398379915643,5.290395499313076E-19,3.212607113076559E-22,-9.029053720448487E-32,7.183221964782377E-32
20.263398379915643,5.289139186031411E-19,1.9562938314117595E-22,-1.0893208231683714E-31,8.708683431330903E-32
20.7873436871807,5.289139186031411E-19,1.9562938314117595E-22,-1.0893208231683714E-31,8.708683431330903E-32
20.7873436871807,5.287746214022545E-19,5.633218225457594E-23,-1.309177213997259E-31,1.053538295056942E-31
21.31128899444576,5.287746214022545E-19,5.633218225457594E-23,-1.309177213997259E-31,1.053538295056942E-31
21.31128899444576,5.286204659791037E-19,-9.782324089624062E-23,-1.5674551100195444E-31,1.306514265164546E-31
21.834045797017673,5.286204659791037E-19,-9.782324089624062E-23,-1.5674551100195444E-31,1.306514265164546E-31
21.834045797017673,5.28450508491814E-19,-2.6778072818596033E-22,-1.8684235673678272E-31,1.5686036695552194E-31
22.3538371151646,5.28450508491814E-19,-2.6778072818596033E-22,-1.8684235673678272E-31,1.5686036695552194E-31
22.3538371151646,5.282636964515046E-19,-4.545927684954023E-22,-2.212794095397541E-31,1.8768706564635328E-31
22.870662193095068,5.282636964515046E-19,-4.545927684954023E-22,-2.212794095397541E-31,1.8768706564635328E-31
22.870662193095068,5.280606854267947E-19,-6.576037932052155E-22,-2.6027012221749856E-31,2.2314003429754637E-31
23.374352261563466,5.280606854267947E-19,-6.576037932052155E-22,-2.6027012221749856E-31,2.2314003429754637E-31
23.374352261563466,5.2784561428030885E-19,-8.726749396911296E-22,-3.0296068354349612E-31,2.464093085203057E-31
23.853505568491297,5.2784561428030885E-19,-8.726749396911296E-22,-3.0296068354349612E-31,2.464093085203057E-31
23.853505568491297,5.276218232337647E-19,-1.0964659862352381E-21,-3.5041835755089678E-31,3.166565438022321E-31
24.309295049937916,5.276218232337647E-19,-1.0964659862352381E-21,-3.5041835755089678E-31,3.166565438022321E-31
24.309295049937916,5.27390181763092E-19,-1.328107456907922E-21,-4.000817105601406E-31,3.674812412808814E-31
24.74285407165473,5.27390181763092E-19,-1.328107456907922E-21,-4.000817105601406E-31,3.674812412808814E-31
24.74285407165473,5.271516159642294E-19,-1.5666732557706214E-21,-4.5173728976459765E-31,4.222980343168613E-31
