light_on,use_scan,time_s,current_density_mAcm2,time_ms
0,0,0.0209,8.303176617818647e-06,20.9
0,0,0.0209999999999999,7.925353469921458e-06,20.9999999999999
0,0,0.0210999999999999,7.779073062482882e-06,21.0999999999999
0,0,0.0211999999999999,7.409566258313065e-06,21.1999999999999
0,0,0.0213,7.164153112553134e-06,21.3
0,0,0.0214,6.985982675541013e-06,21.4
0,0,0.0215,6.6982816224123775e-06,21.5
0,0,0.0215999999999999,6.517340686823204e-06,21.599999999999902
0,0,0.0216999999999999,6.2636064185597e-06,21.6999999999999
0,0,0.0217999999999999,6.0272063576220895e-06,21.799999999999898
0,0,0.0219,5.898950626565367e-06,21.9
0,0,0.022,5.703451612540463e-06,22.0
0,0,0.0220999999999999,5.534989095399467e-06,22.099999999999902
0,0,0.0221999999999999,5.22440959866228e-06,22.1999999999999
0,0,0.0222999999999999,5.130820185413408e-06,22.2999999999999
0,0,0.0223999999999999,4.954729569448611e-06,22.3999999999999
0,0,0.0225,4.796668317406726e-06,22.5
0,0,0.0226,4.621272144014034e-06,22.599999999999998
0,0,0.0226999999999999,4.398737231896146e-06,22.6999999999999
0,0,0.0227999999999999,4.231663255431239e-06,22.7999999999999
0,0,0.0228999999999999,4.22195373270036e-06,22.8999999999999
0,0,0.023,4.077063265112693e-06,23.0
0,0,0.0231,3.903054161149543e-06,23.099999999999998
0,0,0.0232,3.8046131008382416e-06,23.2
0,0,0.0232999999999999,3.626443025149104e-06,23.2999999999999
0,0,0.0233999999999999,3.474622486481839e-06,23.3999999999999
0,0,0.0234999999999999,3.4593683570216008e-06,23.4999999999999
0,0,0.0236,3.2915982584734946e-06,23.599999999999998
0,0,0.0237,3.0829305031226846e-06,23.7
0,0,0.0237999999999999,3.078074697231695e-06,23.7999999999999
0,0,0.0238999999999999,2.989337403212704e-06,23.8999999999999
0,0,0.0239999999999999,2.8007729360082954e-06,23.9999999999999
0,0,0.0240999999999999,2.7536292867785435e-06,24.0999999999999
0,0,0.0242,2.700942168758985e-06,24.2
0,0,0.0243,2.62329591248916e-06,24.299999999999997
0,0,0.0243999999999999,2.5026694620560187e-06,24.399999999999903
0,0,0.0244999999999999,2.457608237810724e-06,24.4999999999999
0,0,0.0245999999999999,2.339751473526113e-06,24.5999999999999
0,0,0.0246999999999999,2.2641900523452872e-06,24.6999999999999
0,0,0.0248,2.2156579020874305e-06,24.8
0,0,0.0249,2.1823842681198807e-06,24.9
0,0,0.0249999999999999,2.015999383546436e-06,24.9999999999999
0,0,0.0250999999999999,1.96955390715842e-06,25.099999999999902
0,0,0.0251999999999999,1.896066907344748e-06,25.1999999999999
0,0,0.0252999999999999,1.9189439651213376e-06,25.299999999999898
0,0,0.0254,1.756027408468045e-06,25.4
0,0,0.0255,1.7976231582417952e-06,25.5
0,0,0.0255999999999999,1.6319351828479394e-06,25.599999999999902
0,0,0.0256999999999999,1.6471860479242165e-06,25.6999999999999
0,0,0.0257999999999999,1.5681535937068803e-06,25.799999999999898
0,0,0.0259,1.5161605467875507e-06,25.9
0,0,0.026,1.482882451687386e-06,26.0
0,0,0.0260999999999999,1.3248221833347408e-06,26.099999999999902
0,0,0.0261999999999999,1.299170313454703e-06,26.1999999999999
0,0,0.0262999999999999,1.2638133451402251e-06,26.2999999999999
0,0,0.0263999999999999,1.209740408910316e-06,26.3999999999999
0,0,0.0265,1.263119107594922e-06,26.5
0,0,0.0266,1.14803987304436e-06,26.599999999999998
0,0,0.0266999999999999,1.125161954281936e-06,26.6999999999999
0,0,0.0267999999999999,1.053062758274988e-06,26.7999999999999
0,0,0.0268999999999999,1.0565293129136891e-06,26.8999999999999
0,0,0.0269999999999999,9.955217388082038e-07,26.9999999999999
0,0,0.0271,9.976027086902608e-07,27.099999999999998
0,0,0.0272,9.234231297406028e-07,27.2
0,0,0.0272999999999999,8.991597283515355e-07,27.2999999999999
0,0,0.0273999999999999,9.17184022992204e-07,27.3999999999999
0,0,0.0274999999999999,8.409245785536918e-07,27.4999999999999
0,0,0.0275999999999999,9.30355480366033e-07,27.5999999999999
0,0,0.0277,7.799170117944984e-07,27.7
0,0,0.0278,7.840780160303242e-07,27.799999999999997
0,0,0.0278999999999999,8.041811919871205e-07,27.8999999999999
0,0,0.0279999999999999,7.029661584645892e-07,27.9999999999999
0,0,0.0280999999999999,7.417890891306898e-07,28.0999999999999
0,0,0.0281999999999999,6.481987288691153e-07,28.1999999999999
0,0,0.0283,6.856344631345731e-07,28.299999999999997
0,0,0.0283999999999999,5.837260627809067e-07,28.399999999999903
0,0,0.0284999999999999,6.031365868792909e-07,28.4999999999999
0,0,0.0285999999999999,6.072966867104443e-07,28.5999999999999
0,0,0.0286999999999999,5.927367641480024e-07,28.6999999999999
0,0,0.0288,5.559956782170644e-07,28.8
0,0,0.0289,6.253206072902452e-07,28.9
0,0,0.0289999999999999,5.324217908393501e-07,28.9999999999999
0,0,0.0290999999999999,5.379709395332278e-07,29.099999999999902
0,0,0.0291999999999999,5.074652113656874e-07,29.1999999999999
0,0,0.0292999999999999,4.367556134408387e-07,29.299999999999898
0,0,0.0294,4.554725411334656e-07,29.4
0,0,0.0295,4.2982099209305596e-07,29.5
0,0,0.0295999999999999,3.542571756023482e-07,29.599999999999902
0,0,0.0296999999999999,4.936010616041163e-07,29.6999999999999
0,0,0.0297999999999999,4.4645826880404397e-07,29.7999999999999
0,0,0.0298999999999999,3.41084325123586e-07,29.8999999999999
0,0,0.03,3.0919422752641304e-07,30.0
0,0,0.0301,3.494044702498308e-07,30.099999999999998
0,0,0.0301999999999999,3.258314630192184e-07,30.1999999999999
0,0,0.0302999999999999,3.681212983580485e-07,30.2999999999999
0,0,0.0303999999999999,3.424701538475211e-07,30.3999999999999
0,0,0.0304999999999999,3.785202598317687e-07,30.499999999999897
0,0,0.0306,3.417760587241715e-07,30.599999999999998
0,0,0.0306999999999999,3.6326798648339545e-07,30.6999999999999
0,0,0.0307999999999999,3.085005491674373e-07,30.7999999999999
0,0,0.0308999999999999,3.078064726567546e-07,30.8999999999999
0,0,0.0309999999999999,2.260039043135047e-07,30.9999999999999
0,0,0.0310999999999999,3.292989606088272e-07,31.0999999999999
0,0,0.0312,2.156035426325969e-07,31.2
0,0,0.0312999999999999,2.8077095462661376e-07,31.299999999999898
0,0,0.0314,2.613577993183013e-07,31.4
0,0,0.0315,1.525186672378212e-07,31.5
0,0,0.0315999999999999,2.197629198268253e-07,31.5999999999999
0,0,0.0317,1.948067938783231e-07,31.7
0,0,0.0317999999999999,2.1005834738099598e-07,31.799999999999898
0,0,0.0319,2.655178445500337e-07,31.9
0,0,0.032,2.253086839628312e-07,32.0
0,0,0.0321,2.2114903756535097e-07,32.099999999999994
0,0,0.0322,2.509595705495041e-07,32.2
0,0,0.0322999999999999,1.8440726812663882e-07,32.2999999999999
0,0,0.0324,1.4904989067719786e-07,32.4
0,0,0.0324999999999999,1.455857746357844e-07,32.4999999999999
0,0,0.0326,1.7400787864449634e-07,32.599999999999994
0,0,0.0327,2.3154837136897165e-07,32.7
0,0,0.0327999999999999,1.8440584513074293e-07,32.7999999999999
0,0,0.0329,1.6499501258414165e-07,32.9
0,0,0.0329999999999999,1.7331485485865658e-07,32.9999999999999
0,0,0.0331,2.0658999126717602e-07,33.099999999999994
0,0,0.0332,1.3310631589021596e-07,33.2
0,0,0.0332999999999999,8.388533295131668e-08,33.2999999999999
0,0,0.0334,1.8995247174550257e-07,33.4
0,0,0.0334999999999999,5.338093502406757e-08,33.4999999999999
0,0,0.0336,7.210013623969486e-08,33.6
0,0,0.0336999999999999,1.1369508410503301e-07,33.699999999999896
0,0,0.0338,1.740073142235437e-07,33.8
0,0,0.0339,1.213203961913737e-07,33.9
0,0,0.0339999999999999,8.735096304179293e-08,33.9999999999999
0,0,0.0341,7.348531830108788e-08,34.1
0,0,0.0341999999999999,7.695310626439485e-08,34.199999999999896
0,0,0.0343,9.63628556385757e-08,34.3
0,0,0.0344,1.3518531299953188e-07,34.4
0,0,0.0344999999999999,5.5461222365321254e-08,34.4999999999999
0,0,0.0346,1.2548019826080588e-07,34.6
0,0,0.0346999999999999,7.695192355469281e-08,34.699999999999896
0,0,0.0348,4.3675515101912266e-08,34.8
0,0,0.0348999999999999,2.4958131078866516e-08,34.899999999999906
0,0,0.0349999999999999,2.0798530112252385e-08,34.9999999999999
0,0,0.0351,2.6344603120962748e-08,35.1
0,0,0.0351999999999999,4.714242434932045e-08,35.199999999999896
0,0,0.0353,8.04177461787793e-08,35.3
0,0,0.0353999999999999,1.261728821641027e-07,35.3999999999999
0,0,0.0355,5.0607527990436694e-08,35.5
0,0,0.0356,1.1854705685002769e-07,35.6
0,0,0.0356999999999999,6.44735089473754e-08,35.699999999999896
0,0,0.0358,2.0797194283378e-08,35.8
0,0,0.0358999999999999,-1.1090556672183723e-08,35.8999999999999
0,0,0.036,9.774796396079577e-08,36.0
0,0,0.0361,8.319153135672692e-08,36.1
0,0,0.0361999999999999,7.903128486099337e-08,36.199999999999896
0,0,0.0363,8.319014029392686e-08,36.3
0,0,0.0363999999999999,-3.674241320856274e-08,36.3999999999999
0,0,0.0365,-1.4557446179372166e-08,36.5
0,0,0.0365999999999999,1.3172576353831968e-08,36.5999999999999
0,0,0.0366999999999999,4.9915458582962096e-08,36.699999999999896
0,0,0.0368,9.497587172591625e-08,36.8
0,0,0.0368999999999999,1.4559010098266084e-08,36.8999999999999
0,0,0.037,7.279139727318847e-08,37.0
0,0,0.0370999999999999,5.5463882124963285e-09,37.099999999999895
0,0,0.0372,7.903196778009462e-08,37.199999999999996
0,0,0.0373,2.3570661818597344e-08,37.3
0,0,0.0373999999999999,-2.4263473586273837e-08,37.3999999999999
0,0,0.0375,6.655288698017973e-08,37.5
0,0,0.0375999999999999,2.9810037963502984e-08,37.599999999999895
0,0,0.0377,-3.0677952159366984e-13,37.699999999999996
0,0,0.0377999999999999,1.0676134266506976e-07,37.799999999999905
0,0,0.0378999999999999,8.735070810512503e-08,37.8999999999999
0,0,0.038,7.20979254906967e-08,38.0
0,0,0.0380999999999999,6.100631735289994e-08,38.099999999999895
0,0,0.0382,5.61537849183676e-08,38.199999999999996
0,0,0.0382999999999999,5.4767116889783257e-08,38.2999999999999
0,0,0.0384,5.89268121581377e-08,38.4
0,0,0.0385,6.655158154619026e-08,38.5
0,0,0.0385999999999999,7.833820248390913e-08,38.599999999999895
0,0,0.0387,9.428245239431473e-08,38.699999999999996
0,0,0.0387999999999999,-1.9411841498183193e-08,38.7999999999999
0,0,0.0389,3.466701928429349e-09,38.9
0,0,0.039,3.119606615508232e-08,39.0
0,0,0.0390999999999999,6.100663077795482e-08,39.0999999999999
0,0,0.0392,-3.8129854931801296e-08,39.199999999999996
0,0,0.0392999999999999,-1.384953099528817e-09,39.2999999999999
0,0,0.0394,3.882198658527322e-08,39.4
0,0,0.0394999999999999,-5.060828426319792e-08,39.4999999999999
0,0,0.0395999999999999,-4.1590595863837255e-09,39.5999999999999
0,0,0.0397,4.5060981821657434e-08,39.699999999999996
0,0,0.0397999999999999,-3.396945138199227e-08,39.7999999999999
0,0,0.0399,1.871851491903937e-08,39.9
0,0,0.0399999999999999,7.556451822744216e-08,39.99999999999989
0,0,0.0401,2.773678823826078e-09,40.099999999999994
0,0,0.0402,6.447243051846235e-08,40.2
0,0,0.0402999999999999,-4.158733098112602e-09,40.2999999999999
0,0,0.0404,6.30858884104657e-08,40.4
0,0,0.0404999999999999,-2.079695308131454e-09,40.4999999999999
0,0,0.0406,6.863270295338232e-08,40.599999999999994
0,0,0.0406999999999999,9.705020187831291e-09,40.6999999999999
0,0,0.0407999999999999,-4.852741315446693e-08,40.7999999999999
0,0,0.0409,2.7730059829079174e-08,40.9
0,0,0.0409999999999999,-2.6343118614017807e-08,40.9999999999999
